,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value
Downstream signaling events of B Cell Receptor (BCR),0.18123644063321234,0.34100754272528283,0.9134796833681348,0.07679084336658754,0.4423481648649321,0.7156425765119359,1.3365992451540203,0.23793283651383798,0.007901015182388624,0.02429264708833769,0.0205705867406578
Beta-catenin independent WNT signaling,0.2643779222697262,0.1892000289056314,0.7363042155834343,0.04935723733725322,0.3089844144751329,0.2550610113581568,1.3278926762129883,0.42045726497195907,0.030516063692681818,0.12219001595202753,0.0205705867406578
NIK-->noncanonical NF-kB signaling,0.14248687964489254,0.3147318044980771,0.738446859845708,0.03843016010911878,0.32481634532069886,0.5334336660148138,1.3124192399509378,0.26170282712610343,0.007901015182388624,0.09760298843128645,0.0205705867406578
Integration of provirus,0.2944192363828321,0.18743069790972547,0.018583466480977227,0.07930372804504583,0.044842264950768734,0.014861477407334858,1.3066512475701533,0.26472449088190453,0.27195528282982584,0.07533770660153342,0.012721298471160766
Transport of Mature mRNAs Derived from Intronless Transcripts,2.341546603001173,0.1179641437211653,1.9659304883606565,1.5975078816890704,0.05255676928043215,4.314503345114882,1.3024591772396392,0.36417973836805567,0.030516063692681818,0.0002923591718225244,0.012529206505424039
Keratan sulfate degradation,1.6864085461025142,1.0113006815081462,0.03743666046925095,1.7259885866289357,0.0781620811304274,0.08175338087963023,1.298042688470163,0.019759111073356497,0.030516063692681818,0.081977225468048,0.007124279107210465
Autointegration results in viral DNA circles,1.59250954946617,1.5907786140827573,0.05467421081487442,1.4885290734659409,0.23478071363063527,1.036684029584512,1.2965806485451734,0.05868925762185237,0.9208195901789342,0.15908561436185362,0.007124279107210465
Integration of viral DNA into host genomic DNA,1.59250954946617,1.5907786140827573,0.05467421081487442,1.4885290734659409,0.23478071363063527,1.036684029584512,1.2965806485451734,0.05868925762185237,0.9208195901789342,0.15908561436185362,0.007124279107210465
Adrenaline signalling through Alpha-2 adrenergic receptor,0.25474140448899674,0.3131835556367703,0.2517851655500889,1.638182446079154,0.00315705677336736,0.17782849760542868,1.2962048935807313,0.02416345903927754,0.4198988894704979,0.2658664415207248,0.019381876640583485
Biosynthesis of DHA-derived SPMs,0.6257263074093328,4.4900356504422724e-05,0.05542281635439866,0.168325639424869,0.38080875644846174,0.12367262985940394,1.2944627091626062,0.02632598816201017,0.11819428649262954,0.7071145973813797,0.0205705867406578
Electron transport from NADPH to Ferredoxin,0.9942252084328794,0.5059127379934358,0.06554083323287226,0.6663535194252831,0.07160120469450396,0.11486062075899058,1.2939893406407124,0.42045726497195907,0.4683762604698538,0.08988889246757084,0.0205705867406578
RUNX2 regulates genes involved in cell migration,0.006326831834703937,0.05714300706446034,0.03977332654993761,0.08708846460859021,0.029342464197359815,0.0131963377660364,1.2932222946262666,0.4031433002473413,0.09541386528049434,0.13919807770605563,0.0205705867406578
Frs2-mediated activation,0.02708464497322396,0.030325270969497498,0.0763415006976525,0.036387695330887176,0.013226844439114168,0.00015583034687259806,1.2905957329089086,0.08100354897353183,0.07611526563666107,0.35671636428528586,0.0205705867406578
Neurophilin interactions with VEGF and VEGFR,1.3165254637179507,0.8589648454057814,0.49264105941422415,0.01980579168488719,0.05504204576044744,0.011359046026240799,1.2854068953486946,0.2228586552593793,0.18244751271326473,0.9372877065978765,0.011059537826687938
Bile acid and bile salt metabolism,1.0741948467846678,0.3253879100793318,0.4809073410552801,0.07239136262499908,0.465807112065612,0.12772361304345572,1.2854068953486946,0.17937051260237852,0.07180435893200297,1.7593612579086826,0.0002632451669283712
Signaling by ERBB2,0.35250884162849294,0.46132673154131315,3.3554930662705575,0.37381657215381703,0.6370779541438968,3.082312621016973,1.2824696193313527,0.5376528046274183,0.07611526563666107,0.9111640525011888,0.0205705867406578
NTF3 activates NTRK3 signaling,0.9773781332222746,0.49796191126723094,0.22031854803833054,0.02222199319300761,0.05849475130307876,0.19662951208118779,1.2818590775004481,0.06607933381191232,0.6789104594920794,0.006352796437133035,0.007999255865791512
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),2.46222025298353,0.5721152842245161,0.16150344196815142,3.1179721924880206,0.03846190108681569,2.227812669054081,1.280921222116889,0.16182276061534803,0.022941778501564775,0.15303117621881868,0.007124279107210465
PTK6 Expression,3.443765486735197,0.32674548213632704,1.011344885645398,0.32039671300142647,0.22669689510130314,0.252336376935244,1.2808593343314651,0.18387218042290498,0.05377898176326511,1.1823403606267808,0.02016188346434391
BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,0.08412137562461268,0.01379498216970082,2.7573090252138512,0.9083145862528634,0.17153735681494592,0.932151129659002,1.279685651321044,0.15081953727367545,6.186419307256652,1.4471477053294368,0.0205705867406578
Degradation of beta-catenin by the destruction complex,0.23568935495304644,0.3529477807551525,0.9010017152131652,0.029304117404357795,0.39694170308221083,0.6023011040178354,1.2706910296888319,0.2931111646612187,0.005486489267469681,0.07687990569932118,0.0205705867406578
Collagen degradation,0.3055138120683144,0.21502389085080723,0.009625394382198447,0.5194138869969094,0.0063343591786294865,0.005394934434207784,1.2706910296888319,0.07628415440932076,0.10625486629271848,0.22329469644990074,0.0205705867406578
Mismatch Repair,2.3992889094002114,0.5750328270406575,0.2101003259883654,3.2238510773471574,0.05470771675538882,2.5351465396921227,1.2674897006048933,0.09258440629498096,0.030516063692681818,0.19031624694315083,0.011572518879454664
Vitamins,0.38627340213985506,0.0029922524897952616,0.07624744403079245,0.25855983506133595,0.28101886447065333,0.3099752823416213,1.2639125783476017,0.4786631702100554,0.4095964963834231,0.14929973521206993,0.0033960572872650217
N-glycan trimming in the ER and Calnexin/Calreticulin cycle,0.03513924223069181,0.01155968466087002,0.10187304418033778,0.09382277353797774,0.0691440061612253,0.25810198473181384,1.2621733218181594,0.04149061400389748,0.07618347990029245,0.3957646121621734,0.02016188346434391
5-Phosphoribose 1-diphosphate biosynthesis,0.2318591531498508,0.16210452457481903,0.32172531165808943,0.08708846460859021,0.035242765060870374,0.1522743127961307,1.2581714065430412,0.022665928786505918,0.09075400400581093,0.0871790529338077,0.007124279107210465
SUMOylation of transcription factors,0.1727983959897255,0.05714300706446034,0.20352810060762855,0.2591902682035332,0.37662612095010245,0.7054683347540882,1.2581714065430412,0.07881639281803021,0.023346603087753083,0.151345242861097,0.02016188346434391
Cholesterol biosynthesis,2.229048660756737,0.1817854496738603,0.8635696626137993,1.4582056266555339,0.04692963878147589,0.2214420665346129,1.2488794779086756,0.07260973089054908,5.632961279369539,0.04666688917797256,0.011572518879454664
Platelet degranulation ,3.443765486735197,0.48237043140409236,1.3996813840933653,0.04011909214555826,0.8621425650296982,0.002365927424462865,1.248103853985204,0.16182276061534803,0.030516063692681818,2.0043367433553594,0.017856601285202563
Synthesis of very long-chain fatty acyl-CoAs,0.015514608610247756,0.11550771469198881,1.824120895171039,0.10053830237914523,0.6068560393001504,2.4662850655519364,1.248103853985204,0.38238818774612987,0.2517007318329036,0.7383959483607324,0.0205705867406578
Dectin-1 mediated noncanonical NF-kB signaling,0.14679791062124076,0.31507818325071874,0.7694247592965657,0.038776104985410974,0.3316464207449497,0.5421172707708226,1.2477901322147675,0.21420106503504985,0.00047053717793817194,0.07115965669854725,0.0205705867406578
Synthesis of wybutosine at G37 of tRNA(Phe),0.044909773734307094,0.0681139179983946,0.11627668278327505,0.14695489643660056,0.051823470036823256,0.18689553271278658,1.2477901322147675,0.47841656069132465,0.07618347990029245,0.7837205032258662,0.0205705867406578
Transfer of LPS from LBP carrier to CD14,0.2719222827138778,0.02286535489006774,0.4094750143732929,0.1599007026363154,0.6229764707304669,0.1735774086613831,1.2460238348734436,0.08979610858032042,1.545485407965231,3.1438715693371213,0.0205705867406578
Regulation of TP53 Activity through Association with Co-factors,0.2576713808581139,0.014620145985485795,0.8939974343773316,0.018809584884707582,0.02302151004840117,2.709022371906576,1.2414584836927032,0.340150872737846,0.03966664782335072,0.0323381174562397,0.0205705867406578
Gamma-carboxylation of protein precursors,6.480498583391235,0.9557097945279251,0.010214608611186267,0.2889852154567877,0.5155309142111444,0.15333023800069437,1.2293193865327348,0.2008716237367119,0.030516063692681818,0.9111640525011888,0.0205705867406578
Activation of TRKA receptors,2.881746340332736,0.038189215419630974,0.439519744555459,0.13296486893972348,0.014805418185659364,0.1386325587340892,1.2260484075616713,0.23176104832062996,0.5170019821649325,0.027667975949021116,0.01618948511114512
Interactions of Rev with host cellular proteins,1.9444783871888953,0.10532828525361225,1.7184909722799364,1.0495059836043232,0.07102775383582882,3.7645235546182194,1.2260484075616713,0.27848504634517635,0.029062426579511084,0.035168320174694366,0.00878080713513573
Major pathway of rRNA processing in the nucleolus and cytosol,0.14663682685725354,0.15736970067174538,0.04224972424732529,0.12370955648932289,0.04362378059494461,0.04053034639116536,1.218237761120165,0.035931637038673955,0.030516063692681818,0.027667975949021116,0.00448481198252406
FGFR2b ligand binding and activation,0.090403288308873,0.028387532293690197,0.7515649492735198,0.04935723733725322,0.03846190108681569,1.3460053648005956,1.218237761120165,0.06490959631487976,0.07618347990029245,0.11115124099077353,0.016133008188258982
Choline catabolism,0.25247711892637725,0.0041415130067379066,0.4653367835486545,1.0294128363452288,0.5853026808695936,0.09740258804404862,1.2177812190229358,0.03887809902375408,2.760836870528863,0.56618785252351,0.0205705867406578
ROBO receptors bind AKAP5,2.689786682174648,0.8997678665048576,0.4335012855394139,0.015299220139496321,0.3187567800190164,0.10794982913872252,1.2143805639026641,0.37854832618926965,0.0003796836098530477,1.5829614777886625,0.0205705867406578
Formation of annular gap junctions,0.2553795918583744,0.047296757520512295,0.3979059651911396,0.0851617464398604,0.0063343591786294865,0.007174308357093825,1.214085287739732,0.2567806833403019,0.028642713401594074,0.4829723185621426,0.010196603360476397
TRAF6 mediated IRF7 activation,0.496288255190537,0.5512023679035357,0.6036866353880467,0.24247053397400978,0.01660420973706888,0.012159197454221738,1.214004711888826,0.05868925762185237,0.005080796077972006,0.1394291995060592,0.011572518879454664
Interactions of Vpr with host cellular proteins,2.3431854157301406,0.19630903746442832,1.979562976887017,1.3918541824672381,0.07645451571353078,4.277845290719314,1.214004711888826,0.5976580074010767,0.10559997552105035,0.002496612913354594,0.0205705867406578
Synthesis of PIPs at the plasma membrane,1.470190082368416,0.06567152611574525,0.5183249912019292,0.08708846460859021,0.1826262278586305,0.08196389595056752,1.2133271187037982,0.2163852308127865,0.24992149918446094,2.4969708328589526,0.0205705867406578
Phospholipid metabolism,0.7585679841127788,0.02088147230009084,2.2447167161500237,0.01464487848391491,0.8194467719568708,2.516788461692137,1.2115364110219506,0.180535308724066,0.02323094840076366,1.7247065256093346,0.0205705867406578
Cytochrome c-mediated apoptotic response,0.015514608610247756,0.27289784845324067,1.0615513091738034,0.02222199319300761,0.09010835012973298,0.06483361985460034,1.20864450872538,0.5801314631485301,0.030516063692681818,0.28944523235972147,0.011572518879454664
Response to elevated platelet cytosolic Ca2+,3.5951377960260698,0.5221498741540253,1.4945388794984125,0.035269380193912965,0.9485848482218588,0.022730513428831978,1.2079186607962362,0.16615364292178603,0.02835783206174029,2.1062577027461464,0.02016188346434391
Transport of Mature Transcript to Cytoplasm,0.0003047093863583475,0.18934621165993312,0.718298407137749,0.04935723733725322,0.010965951118341942,0.14482103336770635,1.2074255327039038,0.15106512121385196,0.030516063692681818,0.12975308420675108,0.00448481198252406
PLC-gamma1 signalling,0.5706219929069032,0.16369127355040958,0.3058310266509303,0.2099171651198329,0.03037832900535845,0.19368924952721397,1.2051374835845088,0.003787811534993349,0.34855132258922195,0.01624342158958707,0.01618948511114512
Transport of Mature mRNA Derived from an Intronless Transcript,2.5916610193415264,0.11765857271898905,2.11036183960083,1.7069705858180024,0.05504204576044744,4.60557860979239,1.205126695524603,0.2616796028454164,0.0660629788829527,0.0015447071296313738,0.017856601285202563
Pre-NOTCH Processing in the Endoplasmic Reticulum,1.0699425173215884,0.31507818325071874,0.21249620466427174,0.04735389577824583,0.03907105016940408,0.1139603113404419,1.1956819098005333,0.1850318644684236,0.18940183642662553,0.431482194695295,0.011572518879454664
"Synthesis, secretion, and deacylation of Ghrelin",0.01096798839178034,0.21210917706269808,0.6200489467175729,0.30282478493078,0.10442656809161031,0.05796767929353465,1.189876212612235,0.2163852308127865,0.09800547500343845,0.3779132490115809,0.0205705867406578
RNA polymerase II transcribes snRNA genes,0.06952388301650023,0.2184593378358763,0.16764499360451432,0.2342041627112594,0.1642231773318196,0.05356859453155072,1.186928487377488,0.0011907674331750283,0.04966839283446885,0.21140030281610478,0.0038621945007078656
Vitamin D (calciferol) metabolism,0.015936461865059155,0.14621438834821815,0.5699507195599204,0.04011909214555826,0.465807112065612,0.12828894831293483,1.178351935431202,0.0029896508188562297,0.02752021821728584,0.011606368744780703,0.0205705867406578
G2 Phase,2.752693741467734,0.4072761061111302,0.7694247592965657,3.784614741026595,0.24475061809513746,5.040628589767281,1.178142742440358,0.44309132189006245,0.29155244856730517,0.22679032450499353,0.0205705867406578
Host Interactions of HIV factors,0.18210499156368315,0.10712700013531351,1.4203938335416095,0.0851617464398604,0.6190138077312985,1.0166137436299627,1.1754034133765865,0.315573112657364,0.025656239224022985,0.03637247750608986,0.0205705867406578
ER Quality Control Compartment (ERQC),0.0662489594512515,0.0006127419441028216,0.020308967412006912,0.0851617464398604,0.042883502253188314,0.26330776504057324,1.1754034133765865,0.035333284132794525,0.09630597423565128,0.35456643413975436,0.02016188346434391
Nuclear import of Rev protein,2.0457205434639034,0.09548361812127705,1.668760308415941,0.9676255314371539,0.042883502253188314,3.625432971488811,1.1724041803118515,0.3338286820025412,0.007634732607947014,0.04286126456390849,0.00878080713513573
