,ER Status log adjusted q-value,PR Status log adjusted q-value,HER2 Status log adjusted q-value,Triple Neg log adjusted q-value
Breakdown of the nuclear lamina,1.5745275799488425,0.8881706820513905,0.22062124929266871,1.5386991109392285
MAPK1/MAPK3 signaling,2.1421721177965165,0.8924481823099879,0.0059404920972837985,1.5309981013124065
Death Receptor Signalling,2.0558758759319793,1.2062978848263026,0.6790875066022746,1.5309981013124065
Other semaphorin interactions,2.329110358397964,1.8792606956119648,0.054898073435270076,1.523317748644646
Vitamin B2 (riboflavin) metabolism,4.596076359867564,3.306441409454782,2.6896938792299623,1.5225787964761435
Signaling by FGFR4,1.5351650177701848,0.0780463235308932,0.02038175458173508,1.5135315000630634
Cilium Assembly,2.043949261339186,1.0603572573759164,0.048923064075715256,1.5124817431783644
CDT1 association with the CDC6:ORC:origin complex,2.235728145822226,1.3254713883688751,0.10810478532375031,1.5117178795125437
"BMAL1:CLOCK,NPAS2 activates circadian gene expression",2.3462692503043674,0.5309996852310995,0.02772813139449135,1.5099187688088338
DNA Damage Bypass,2.171736763555342,1.293136723278503,0.08344869031051137,1.5029819349553908
Pausing and recovery of Tat-mediated HIV elongation,2.3324870216939777,1.863043657660569,0.054898073435270076,1.5025661915402229
Tat-mediated HIV elongation arrest and recovery,2.3324870216939777,1.863043657660569,0.054898073435270076,1.5025661915402229
Phase II - Conjugation of compounds,1.7618885088944196,0.6616128684034334,0.038076686170882175,1.5023705338598903
Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK),4.087196045593652,4.032639043802929,2.83057650020524,1.5023513047537647
Intracellular metabolism of fatty acids regulates insulin secretion,2.0968263532939533,0.17008559819506083,0.1804771785953465,1.4994955938852317
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB,4.595712423901909,2.3801018413787394,1.8948648218594144,1.4989307566293786
TRP channels,3.290667462819602,2.639007510696655,0.21891767689138908,1.484365912241687
Activation of caspases through apoptosome-mediated cleavage,5.31179151890775,5.288135314295192,3.958922470691885,1.4735191188991636
RIP-mediated NFkB activation via ZBP1,2.002470853899614,0.8533048449725075,0.01157485641982836,1.4657092100985485
Role of phospholipids in phagocytosis,4.3370194543295675,3.2592571679279527,1.108660971761642,1.4657092100985485
HIV elongation arrest and recovery,2.294274490261776,1.8155973995558803,0.054898073435270076,1.4633563650761563
Pausing and recovery of HIV elongation,2.294274490261776,1.8155973995558803,0.054898073435270076,1.4633563650761563
AKT phosphorylates targets in the nucleus,0.7637592503957873,0.19778576123381955,0.026178367762882043,1.455006917269154
TCR signaling,2.4916493082951336,1.5622536667486804,0.021205540481813577,1.4532150628440668
"TET1,2,3 and TDG demethylate DNA",3.318254301609918,1.87340921982576,0.632245205837091,1.4451491596540742
Degradation of beta-catenin by the destruction complex,1.9768021156494504,0.9737731393731934,0.03888365505305225,1.4441828731587751
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,1.3171527048644929,1.3614345478518355,0.13974383765162413,1.4406528770484548
Regulation of RAS by GAPs,1.9388160453841858,1.0585112391854832,0.04487910729258014,1.4348618382582765
Trafficking of myristoylated proteins to the cilium,4.949552493500329,3.1168242552078778,2.23125193234415,1.4305505479710325
Mitophagy,1.226000039852734,1.1848357553891706,0.07415266118968508,1.4303871063755655
Mitochondrial tRNA aminoacylation,2.2004256446248633,0.758806999414439,0.06545475795899763,1.4268619013202917
Heparan sulfate/heparin (HS-GAG) metabolism,2.742585238094721,0.7015631209749372,0.1609185390032338,1.415187821926556
Stabilization of p53,1.926195528747212,1.0796240886846638,0.048923064075715256,1.4129537086053436
Biosynthesis of DHA-derived SPMs,2.4660165628060873,0.5491641844703192,0.0618865928804291,1.409191382783567
Activated NTRK2 signals through FRS2 and FRS3,2.258376313356144,0.5937601648088794,0.052642385234791284,1.398552382013239
Opioid Signalling,1.7341814035908258,0.6158720166042522,0.20051934622644702,1.396565387152757
LDL clearance,1.5372286768058623,0.5110000093069784,0.13774073472620604,1.392716461385716
Signaling by FGFR4 in disease,1.2427765887253914,0.1716940168963412,0.023826736277349814,1.389308192517679
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,1.9968267926975538,1.1292775498818004,0.06545475795899763,1.3886693505026073
p53-Independent G1/S DNA damage checkpoint,1.9968267926975538,1.1292775498818004,0.06545475795899763,1.3886693505026073
p53-Independent DNA Damage Response,1.9968267926975538,1.1292775498818004,0.06545475795899763,1.3886693505026073
RUNX3 regulates NOTCH signaling,2.2875078384576555,1.1791396466872144,0.04497641612566415,1.380564538001013
Synthesis of IPs in the nucleus,3.8757836893169846,3.084998557994738,0.4074566409718127,1.3762148234373965
Regulation of localization of FOXO transcription factors,1.4155132383037183,0.8065075944595831,0.052642385234791284,1.3757979466707635
Cellular response to hypoxia,2.0290549723395883,1.1302553947838847,0.07663023475089577,1.3693033855603491
Class B/2 (Secretin family receptors),2.690313872448068,0.8214993053478404,0.06545475795899763,1.3693033855603491
Oncogenic MAPK signaling,2.0900692351295347,0.5945572249557249,0.02854974078044643,1.3669311823813224
p75NTR regulates axonogenesis,1.6650301488488481,1.4468973639753506,0.2432726293795998,1.3621819649157028
TP53 Regulates Transcription of Caspase Activators and Caspases,1.9161244839311495,0.4549134465385846,0.13792082668416308,1.3608977917748741
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,1.9805686194426526,1.1467551499927973,0.06952409905889542,1.3608977917748741
Adherens junctions interactions,3.2090548586510366,1.597408578572701,0.27837461646184,1.3588140307402934
CREB1 phosphorylation through the activation of Adenylate Cyclase,2.0046886274466917,1.0478304951637623,0.04473863289379828,1.345060394161287
Dectin-1 mediated noncanonical NF-kB signaling,1.8746421583663608,1.0534960358794254,0.054898073435270076,1.3355744654963329
PIP3 activates AKT signaling,1.7109549143239033,0.7563080427578006,0.054898073435270076,1.3318440592528042
"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",3.889570347824168,2.5146431915137675,0.6180693051768088,1.3281079223322967
APC/C:Cdc20 mediated degradation of Securin,1.9334447305516849,1.1848008546367905,0.09784242798850044,1.3266703757042935
Hh mutants abrogate ligand secretion,1.8903992975191202,1.0902559378959151,0.054898073435270076,1.322849701907213
Translesion synthesis by POLK,1.3465532144141783,0.5110000093069784,0.1856763852647262,1.322849701907213
Regulation of RUNX3 expression and activity,1.8128816881454344,1.0695761815965295,0.048923064075715256,1.3185279640830272
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,1.9594821357000487,1.1250824321725226,0.08053097516447791,1.3157329941158644
TRIF-mediated programmed cell death,1.7958714261828765,1.1302553947838847,0.032593189850947314,1.300239889123545
Estrogen-stimulated signaling through PRKCZ,1.571068626538706,0.42901700006589644,0.3826469110575071,1.2974247099926774
Vpu mediated degradation of CD4,1.8509425813778113,1.083734148872633,0.054898073435270076,1.2974247099926774
Translesion synthesis by REV1,1.2848559861569957,0.4914244338565486,0.1609185390032338,1.2965717716404126
GLI3 is processed to GLI3R by the proteasome,1.853079015762157,1.034147728165391,0.054898073435270076,1.2962692092407517
ABC transporter disorders,1.7780552551387487,1.185979677470892,0.054898073435270076,1.2954830325649997
ABC-family proteins mediated transport,1.7234121837702332,1.1210844708920167,0.048923064075715256,1.273823608215706
Metabolism of ingested H2SeO4 and H2SeO3 into H2Se,4.663939653103734,2.5343259390152055,3.2617720677500106,1.2736713548810623
YAP1- and WWTR1 (TAZ)-stimulated gene expression,1.9888102477610767,0.06047519223447982,0.1684559397557623,1.2707506585820274
NIK-->noncanonical NF-kB signaling,1.724783063797315,0.9668020844010052,0.04487910729258014,1.2538260911865513
Glycosaminoglycan metabolism,1.783861661719732,0.3825127516160358,0.054898073435270076,1.2404007247122315
Translesion synthesis by POLI,1.2063389797474526,0.4539664181273337,0.1415107894570179,1.237182311978806
Degradation of GLI1 by the proteasome,1.7494070011153648,1.0115916834416765,0.054898073435270076,1.2365659792613188
Regulated proteolysis of p75NTR,1.2785918544858956,0.5110000093069784,0.26789521077797596,1.2326243218090993
FRS-mediated FGFR3 signaling,2.1246227814111127,0.4862368416571317,0.03405021436505504,1.2326243218090993
Negative regulation of FGFR3 signaling,1.6282375058716614,0.05918726681862264,0.054898073435270076,1.2325316248199953
PCP/CE pathway,1.7635396644757042,1.062621662071809,0.054898073435270076,1.231657654104056
Dopamine Neurotransmitter Release Cycle,2.258376313356144,0.6169365358080362,0.1700214353749923,1.2313227005000034
SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,1.7510706655115882,0.9680258545206349,0.07995239862057965,1.2307110293435795
Signal transduction by L1,0.9791085353600425,1.0445391996147997,0.054898073435270076,1.2292529645095838
RNA Polymerase II Pre-transcription Events,2.203713427930848,1.1170888580353393,0.013021740558059198,1.2279476083260539
Wax and plasmalogen biosynthesis,2.3961110669163155,0.11183238435428937,0.11323948097354242,1.2234935397617572
NOTCH4 Activation and Transmission of Signal to the Nucleus,0.5606674442386403,0.10969671698365575,0.054898073435270076,1.2224690347820835
Intra-Golgi traffic,2.8253706182646643,1.181884802785668,0.08118346915171384,1.2224690347820835
Ubiquitin-dependent degradation of Cyclin D,1.742625880337491,1.0022742852055093,0.054898073435270076,1.218088763985551
Downstream signaling of activated FGFR3,2.0170518587640687,0.46454935096832944,0.054898073435270076,1.2086601782659119
RNA Polymerase III Abortive And Retractive Initiation,1.396370680087369,0.43783690263340613,0.12349840072961155,1.2056594664213183
RNA Polymerase III Transcription,1.396370680087369,0.43783690263340613,0.12349840072961155,1.2056594664213183
Mucopolysaccharidoses,2.227043642208139,0.733514904878543,0.11999043647863848,1.2010766203344285
Synthesis of PIPs at the plasma membrane,2.5344402333042613,1.6373605244199627,0.0077997571060681664,1.1944970647430397
Nicotinamide salvaging,2.56275364182191,0.7169459366071108,0.054898073435270076,1.193381408416603
Regulation of ornithine decarboxylase (ODC),1.6897960999401789,0.9914954983642157,0.054898073435270076,1.1924136363178743
Abacavir transport and metabolism,2.6885398660680435,1.0115916834416765,1.073862464399047,1.1913394740962564
Regulation of gene expression in beta cells,0.4933730108793541,0.07173730073237912,0.054898073435270076,1.1857586736131076
Netrin mediated repulsion signals,1.767623434822323,1.091561523920469,0.18790639305189186,1.1857586736131076
"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",1.314715960079615,0.32850855563949877,0.06504515887457071,1.1855830081408674
rRNA processing,0.29831194557835206,0.011022844590782616,0.054898073435270076,1.1855830081408674
Acyl chain remodeling of CL,2.0181648576735323,0.7834849639579532,0.054898073435270076,1.1837889290287285
O-linked glycosylation of mucins,1.671278736109899,0.6286499580439483,0.1267659073290159,1.178465840271263
Axonal growth inhibition (RHOA activation),1.5167246768266203,1.3796555524239067,0.054898073435270076,1.1624437082583667
Cross-presentation of soluble exogenous antigens (endosomes),1.5635066862616647,0.9305313260943775,0.04473863289379828,1.1611657101006576
"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2",1.467799844676466,1.6741636867766199,0.054898073435270076,1.1597598935767746
"Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1",1.467799844676466,1.6741636867766199,0.054898073435270076,1.1597598935767746
Creation of C4 and C2 activators,3.5634317640530773,2.774093616508987,0.9751812831998461,1.15755641809887
Role of LAT2/NTAL/LAB on calcium mobilization,3.497503250944321,2.639007510696655,0.8347281389924819,1.1398976151803142
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding,1.732694948742981,1.69574709852978,0.19152583662947212,1.1318376585495529
Retrograde transport at the Trans-Golgi-Network,1.7975699934281557,0.2876149592572988,0.09784242798850044,1.128252258506817
Degradation of GLI2 by the proteasome,1.5923120617563757,0.9339789505027172,0.054898073435270076,1.122316672195171
Serotonin Neurotransmitter Release Cycle,2.1020307874457367,0.7662725662881623,0.19917967555152272,1.1162830302533127
Interconversion of 2-oxoglutarate and 2-hydroxyglutarate,2.6044026610557975,2.584054107166516,1.0016014594284663,1.1132785389173059
Interleukin-9 signaling,1.9384888771368332,1.542779278060726,0.01175279320040642,1.1126446003935946
Activated NOTCH1 Transmits Signal to the Nucleus,2.3572143951117766,1.167041275132435,0.054898073435270076,1.110495255840691
Neurophilin interactions with VEGF and VEGFR,1.7838321036512013,0.7301331176226965,0.3673967564875357,1.1080335351727748
Formation of Incision Complex in GG-NER,1.6420958418298695,0.7301331176226965,0.14962063341235035,1.1010197507325448
Degradation of AXIN,1.5717693015966465,0.9421169102272703,0.054898073435270076,1.097498907982501
Regulation of Apoptosis,1.5587798964472588,0.9324849078369734,0.054898073435270076,1.0923412353405948
Receptor Mediated Mitophagy,0.7839137105988754,0.8131383492114602,0.02412645089079302,1.0812348143875365
Autodegradation of the E3 ubiquitin ligase COP1,1.520234190475448,0.8988407547179431,0.052642385234791284,1.0768608574438263
Vif-mediated degradation of APOBEC3G,1.5365835449585825,0.9467354556639431,0.054898073435270076,1.0757506397992473
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),2.385749349130657,1.5691604118744376,0.04473863289379828,1.0685886274467904
Hh mutants that don't undergo autocatalytic processing are degraded by ERAD,1.511237799277262,0.8924311525110052,0.05330106839973325,1.067125784281465
AUF1 (hnRNP D0) binds and destabilizes mRNA,1.5308724357372974,0.8932229984794217,0.054898073435270076,1.0650395433752493
Hedgehog 'on' state,1.541433891225856,0.8190332970094166,0.054898073435270076,1.0635831167464773
Regulation of activated PAK-2p34 by proteasome mediated degradation,1.5118923121280758,0.9002632146010283,0.05330106839973325,1.0635831167464773
MET activates PTPN11,1.2172607457542823,0.0738117283118659,0.06489089276071935,1.062178262704706
Vitamin D (calciferol) metabolism,1.3296897672040255,1.0225689409301653,0.022087798621255244,1.0579193249668883
