,cluster 4ER+ log adjusted q-value,cluster 9 log adjusted q-value,cluster 7 log adjusted q-value,cluster 3 log adjusted q-value,cluster 8 log adjusted q-value,cluster 10 log adjusted q-value,cluster 1 log adjusted q-value,cluster 2 log adjusted q-value,cluster 5 log adjusted q-value,cluster 4ER- log adjusted q-value,cluster 6 log adjusted q-value;
NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis,0.4770618959027905,0.31070106152335225,2.5759157192245343,0.3198395805486888,0.697971698746192,0.36412558352903635,0.7193123939676941,0.48010325862568076,0.4834775083772459,0.42134576627183296,0.3058816822504121;
Ribosomal scanning and start codon recognition,0.3637587916540856,0.3165159964142589,1.2699638742658215,0.3693453361803258,0.33627276072485157,0.5544912631413436,0.718626802719297,0.5174152264767676,0.3227320418931485,0.38946540392582374,0.3058816822504121;
Iron uptake and transport,0.382962692574789,0.42498593976503624,3.7550281484348407,0.6628320076168105,0.32822834131119466,1.5147445311366687,0.718626802719297,3.5793220696144203,1.6045179610646543,0.9286390457962913,0.3058816822504121;
Signaling by FGFR3 point mutants in cancer,0.45031287653699437,0.3090278240817252,1.459986029735789,0.3657188180620897,0.37205774949981,0.45383436213121164,0.718626802719297,0.31539388260432966,0.3878635720534119,0.33136141337096764,0.3058816822504121;
NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10,0.37821001808340465,0.7759719336519098,2.124707996289505,0.3684705508289915,0.3726312003584851,0.3693748414877889,0.718626802719297,0.41975460648763435,0.3294107031527259,0.539970287064255,0.3058816822504121;
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,0.44351687530887374,0.5533034614471986,0.3484189810996315,0.3163292158034775,0.56267084582879,1.452137294720206,0.718626802719297,0.3323267677217555,0.5380488165948838,0.6023219753609191,0.3058816822504121;
Ovarian tumor domain proteases,0.31696645752904035,0.7083061017751114,0.3315394577628418,2.103550734576822,0.4829239057523196,1.2703747830332628,0.718626802719297,0.8217497190823737,0.7283839345834368,0.86305871730435,0.3058816822504121;
Loss of Function of SMAD2/3 in Cancer,1.1277853311486246,1.8775290803228701,0.7117191178668506,1.2097778019785008,0.3764809604369917,0.36504209043534924,0.7182363918172375,0.34771675041091515,0.33154605935666304,0.41104584371777314,0.3058816822504121;
Ubiquitin-dependent degradation of Cyclin D,0.518386853782506,0.3393935927201346,0.30579569889678593,0.3347311511299859,0.6340855228863872,0.7464617740472214,0.7178978211760938,0.43929821085455234,0.4881499224650157,0.46947200515560084,0.3058816822504121;
ARL13B-mediated ciliary trafficking of INPP5E,0.40092328276644357,0.6689711571362104,0.3186523149786101,0.38459539265859194,0.32294597418133,0.50226676089624,0.7178978211760938,0.4172926860385218,0.3823295944692655,0.4226804593618851,0.3058816822504121;
mRNA Editing,0.4902811882553369,0.32979575975804937,1.0436818236799421,0.4074955743352819,0.4549475819776362,0.887962512340968,0.7178978211760938,0.4500870576843292,0.36494779765230456,0.9125629518729945,0.3030467691849685;
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,0.6188386975716889,0.3042610942237951,0.6453672315140071,0.4296023820159213,0.5705700121496526,1.5794624010909826,0.7174115763916942,0.5766853584012566,0.6052596979838009,1.1526365629019313,0.3058816822504121;
APOBEC3G mediated resistance to HIV-1 infection,0.5259896618479669,1.2883328945183445,0.44896251260719916,1.4839082806637571,1.1006916058888643,1.4790660885924087,0.7162299573435986,0.38454701793058893,0.9944631593630215,0.30603264219956966,0.3058816822504121;
Synthesis of PIPs at the early endosome membrane,0.538172561730402,0.3791687430799317,1.5929326002698512,0.3963459216698887,0.38403520953254044,0.35442848255346754,0.7162299573435986,0.34311923132904953,0.3395190423521366,0.3240658633672765,0.3058816822504121;
Export of Viral Ribonucleoproteins from Nucleus,2.191855770938605,0.4132837240099325,1.9696136285748287,1.4977211223066247,0.33140832466933967,4.2859625258343215,0.7122862287386482,0.31539388260432966,0.3156659602261388,0.4395763307211742,0.3058816822504121;
Signalling to p38 via RIT and RIN,1.7669202485720785,0.5405674868039902,0.5899768161580835,0.39426574827518807,0.3728262573756636,0.4225063520170492,0.7110177363873341,0.5238886509233606,0.3063901120454567,0.39807543893028463,0.3058816822504121;
Cellular response to hypoxia,0.39722190427788606,0.42498593976503624,0.5326692938651336,0.3861917421038416,0.6692056431172262,0.8376841702460962,0.7110177363873341,0.37363972655453026,0.31952804471255203,0.47469881290334454,0.3058816822504121;
Serotonin clearance from the synaptic cleft,0.3914332839728542,0.36642448936154975,0.9127868378715198,1.0907646901544714,0.3439134979171695,0.6056560839274541,0.7099480130000605,0.4147150908432823,0.7833072493658433,0.39863298409526765,0.3058816822504121;
CaMK IV-mediated phosphorylation of CREB,0.8240387731396571,0.3105836898586958,1.3954518564373424,0.3861917421038416,0.395589721156635,0.958673584270821,0.7097486369874028,0.4133310857960066,0.8180319778289137,0.4451611421708856,0.3058816822504121;
Degradation of GLI1 by the proteasome,1.1797252582573627,0.3051715086707191,0.350539890489017,0.3404051988889697,0.6326764164089309,0.7616720178786548,0.7081605806847059,0.30396128062304534,0.573654972903253,0.5647744386762132,0.3032374359194824;
Cholesterol biosynthesis via lathosterol,3.159900279365289,0.8321271111883655,0.7950820635273264,2.7590857997482385,0.32162569628297455,0.6553981422150078,0.7081605806847059,0.6698158922286765,2.989752403292134,0.31774785258472305,0.3030467691849685;
Aspartate and asparagine metabolism,3.577067120766731,0.4245237537802895,0.4625334376321326,2.5985208753702254,0.3377810260292985,1.3500165569350606,0.7053474762006324,0.42426681188822685,2.5586406654319847,0.32532264275231887,0.3058816822504121;
Phosphate bond hydrolysis by NUDT proteins,1.8865930163032059,0.6667335201465007,0.9582644958721781,1.5123371805538774,0.8748407446876449,3.5894551210514725,0.7053474762006324,0.31539388260432966,2.5056557102950343,0.4170778848741611,0.3058816822504121;
Activation of gene expression by SREBF (SREBP),2.298777125199066,1.0998559421736642,0.4638464394542238,2.0093749167695414,0.33021183431640455,0.36504209043534924,0.7053474762006324,0.3272468962834211,7.162132505349072,0.8490622050611334,0.3058816822504121;
Signaling by Nuclear Receptors,0.349808568082094,0.42498593976503624,1.6492379692157524,0.34114908780953945,0.6718297994418723,0.7372963255753604,0.7053474762006324,0.33696163270265517,0.33154605935666304,0.39863298409526765,0.3058816822504121;
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,0.9194528543244973,0.3029713996082115,0.46543457405871613,0.8325728134683127,1.4497014587581227,0.31776991236841967,0.7053474762006324,0.6834181834101111,0.3728343545959842,2.051687776345235,0.3058816822504121;
Diseases associated with glycosylation precursor biosynthesis,0.48313498722766435,0.301642737608084,0.3592904035310348,2.8559277830681817,1.4497014587581227,4.181834275178987,0.7053474762006324,0.4488400297962748,0.5424034113042814,1.3059797136759275,0.3058816822504121;
Adenosine P1 receptors,0.37051919734668776,0.6255863960340599,0.4116917806757118,0.5016914801173993,0.33627276072485157,0.46829287577570267,0.704926271719206,0.3323267677217555,0.31808512104917774,0.30241267449194814,0.3058816822504121;
BMAL1:CLOCK,NPAS2 activates circadian gene expression,0.4397502331886933,0.33875335399120593,0.556917742662055,0.4490722136303524,0.3285435148042968,0.3980703831398632,0.7026172200500586,0.3323267677217555,0.3693665271664583,0.47469881290334454,0.3058816822504121;
SHC1 events in EGFR signaling,0.35009297739730705,0.3250759886945429,1.5621779857084854,0.3265325825462171,0.7252307939108502,1.82771025815591,0.702004785726681,0.5111346635224848,0.32397177416554596,0.5201607101204013,0.3030467691849685;
Cobalamin (Cbl, vitamin B12) transport and metabolism,0.5064747394859815,0.30590329751427836,1.6402962334009734,0.33564575743536246,0.3559004303722288,0.6382081544241213,0.702004785726681,0.3293659749007217,0.418328270869041,0.5062109884217922,0.3058816822504121;
Inhibition of replication initiation of damaged DNA by RB1/E2F1,0.8109487688803604,0.8801008526206888,0.9579023496523752,0.5993005284414504,0.30418705243734856,0.3976005671239824,0.702004785726681,0.5174152264767676,0.4881499224650157,0.33623172585815414,0.3058816822504121;
Regulation of PLK1 Activity at G2/M Transition,3.5156354930488996,0.6689711571362104,0.700652533072232,4.06966763875463,0.30320248709849507,2.43727651100229,0.7014500473436441,0.30396128062304534,2.0125965975846594,0.4540611718827999,0.3024439670208732;
Glycosphingolipid metabolism,0.3439432282083857,0.3041785410778355,0.3538601237188543,3.2933857616075604,1.5516964445333434,4.473216327154641,0.7013816007156196,0.35971925328583354,0.33154605935666304,1.4580356932341085,0.3058816822504121;
Interleukin-33 signaling,0.45157137268716835,0.32033896412378116,0.3222246234534123,0.45025906807447985,0.4123868010473213,0.5214535874144981,0.7013816007156196,0.3931219998955243,0.3156659602261388,0.36956882019668214,0.3058816822504121;
ZBP1(DAI) mediated induction of type I IFNs,0.38523662041238443,0.4730357518880468,1.2020317108771463,0.8651694564980436,0.330372459861341,0.3632803726492419,0.699707019158724,0.3582339302818586,0.3900183977157809,0.32837788404645557,0.3058816822504121;
Nef mediated downregulation of CD28 cell surface expression,0.5435134029461398,0.3294175279576714,1.969790304079922,0.3881184602725714,0.43126189235088314,0.416812166468743,0.699707019158724,0.3452626441013441,0.3156659602261388,0.7759878936396359,0.3058816822504121;
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein,0.3919370534645718,0.4589854816754815,0.9016876705022483,2.690512727094115,1.6211298642155623,3.9580873428343493,0.699707019158724,0.31712948652399137,0.3506743079000685,2.594019802813395,0.3058816822504121;
Activation of AMPK downstream of NMDARs,0.7874425476922812,0.5698796886264856,3.5456896344915085,3.1017857006537954,1.5061060989817545,3.6682713617479097,0.6985171478849116,0.35971925328583354,4.180260242446005,2.0007560205265067,0.3058816822504121;
RNA Polymerase II Transcription Termination,0.7272333389986602,0.4795596063169615,1.2038324561269298,0.34049658036688124,0.309110606499298,0.37279380859743294,0.6981092242364338,0.9408642598773541,0.36494779765230456,0.5978124858893199,0.3058816822504121;
RAF activation,0.41368428722655964,0.3667015217797265,0.3538601237188543,0.3716656553937898,0.4146172972667351,0.3632803726492419,0.6981092242364338,0.3278380010085199,0.30380343648068064,0.4404591951700404,0.3058816822504121;
Innate Immune System,0.9419200076086187,0.34266439908148333,1.6570881202917616,0.3503872330012344,1.4497014587581227,0.9662702471036565,0.6922005982853139,0.33696163270265517,0.33154605935666304,2.4231988773254285,0.3058816822504121;
Degradation of AXIN,0.44991269397751044,0.31070106152335225,0.3186523149786101,0.3163170636750133,0.6330786994542528,0.7072001173174037,0.6922005982853139,0.32350686861876327,0.6052596979838009,0.5280321394999583,0.3058816822504121;
rRNA modification in the nucleus and cytosol,0.8090237191460051,0.5692089016558236,1.6476115585663034,1.1876979507336975,0.56267084582879,0.6289210074036768,0.6877910561779731,0.9068933016026804,0.5880701744094536,0.3109481832046546,0.3058816822504121;
G1 Phase,0.5535071145903584,0.413066088586355,2.2276406502899304,3.7032962458639638,1.3778827873106971,6.302943733477355,0.6877910561779731,0.6370660872345657,0.7682035069384494,0.9107625886734448,0.3058816822504121;
Biosynthesis of maresin-like SPMs,0.5094261828828982,0.47300501140253504,2.2483234071619544,0.5099505515132051,0.33627276072485157,0.38644297502167896,0.6877910561779731,0.9521400088762076,0.33154605935666304,0.30212584039343277,0.3058816822504121;
Metabolism of steroid hormones,0.31186750211813125,0.3691439136623758,0.4686749892684955,1.0946766827022336,1.3895649703949147,1.1035302521089236,0.6877910561779731,0.5795150420091576,0.3418975449068169,1.4614751638835521,0.3058816822504121;
Phase 0 - rapid depolarisation,3.2423324160819953,0.9494276736079174,0.4394989343370929,0.8452387558632973,0.3119959467823231,1.5722036364200949,0.6877910561779731,0.34990649827154013,2.2130171577930184,0.3286979716130023,0.3058816822504121;
Defective SLC7A7 causes lysinuric protein intolerance (LPI),0.4829104392658238,0.47698398560067923,0.7329841466517517,1.1631405880901788,0.8460285966547827,0.4541009858801141,0.6868871687567908,0.4849021760868862,0.33154605935666304,0.572602207453692,0.3058816822504121;
Erythrocytes take up oxygen and release carbon dioxide,3.1579280340379063,0.3815328977541353,1.5459410778839082,0.48853611966738064,0.33627276072485157,0.36504209043534924,0.6868871687567908,0.30705368811069295,0.3728343545959842,0.4404591951700404,0.3058816822504121;
Resolution of AP sites via the single-nucleotide replacement pathway,0.36765290593325656,0.9363641915722525,0.6225364988453915,0.6331163983894467,0.813000243923089,0.3829935829538375,0.684550718566136,0.3425206096678787,0.3506743079000685,0.7802431485169055,0.3058816822504121;
Tie2 Signaling,0.5437888218575485,0.30844391279468925,1.3642360856774947,0.35607005789003415,0.33627276072485157,0.8132148164039968,0.6843645837248971,0.4045210707684523,0.3170116103066843,0.7759878936396359,0.3058816822504121;
Caspase activation via Dependence Receptors in the absence of ligand,0.48313498722766435,0.4081569957992947,3.0834478156395653,0.585492006186901,1.1481739550259185,1.1647753235628877,0.6836977125265167,0.6457362346093443,2.9263999307496014,1.1931978617360253,0.3058816822504121;
Circadian Clock,0.6285471103463576,0.46978811903228695,1.18730192667951,0.5259000391854405,0.8503470961550441,1.3917802130409396,0.6799790668799602,0.35082679893314456,0.6065838599288306,0.3160906252949544,0.3030467691849685;
Defective CHST3 causes SEDCJD,0.6659459286562769,0.3202448349147819,0.3029863472831966,1.7592356223195151,0.3791920767944086,0.312405934491624,0.6799073794921534,0.8392145373470217,0.3506743079000685,0.46947200515560084,0.3058816822504121;
Defective Mismatch Repair Associated With MLH1,0.4793265617140399,0.3661244522353381,0.8657888542379367,0.5186944834847285,0.4549475819776362,0.45670913707475397,0.6798513547669957,0.3281831594165969,0.32562191479076025,0.33210750061061056,0.3058816822504121;
Selenoamino acid metabolism,0.3705538786804814,0.49023002456961257,1.3625813048377844,0.3232519888569888,0.3176342054010501,0.617122547965672,0.6780052329763756,0.3445913271108731,0.37714526130064224,0.40252020266210986,0.3058816822504121;
Response of Mtb to phagocytosis,0.784503390523303,0.5608949022435844,0.5303554176778794,0.42447319466534195,0.330372459861341,0.3067879155501381,0.6745911340988181,0.30705368811069295,0.7730125632518882,0.51104279764138,0.3058816822504121;
Defective Mismatch Repair Associated With PMS2,0.47959881088156225,0.3659796444425064,0.8671605759872623,0.5193681541207191,0.4549475819776362,0.45656252074684,0.6745911340988181,0.3300822406904645,0.32562191479076025,0.33210750061061056,0.3058816822504121;
Presynaptic depolarization and calcium channel opening,0.634875972349676,0.30402224815377643,0.7806341170784341,0.543500529637991,0.3791920767944086,1.512162253594101,0.6745911340988181,0.638700226611994,0.31165489437756005,1.6978019077937714,0.3058816822504121;
Class A/1 (Rhodopsin-like receptors),1.60587601523418,0.3368377974219193,0.8047831011363191,0.4038285808863057,1.3683876779047697,0.46829287577570267,0.6745911340988181,0.3251934547032587,0.37721347556427365,2.483157765439062,0.3030467691849685;
Defective CP causes aceruloplasminemia (ACERULOP),0.37338376901850856,0.3667015217797265,0.644935180956147,3.093200608811175,0.3817344749875123,1.529563565132045,0.6745911340988181,0.34398443282195684,0.33154605935666304,0.48090848935731906,0.3058816822504121;
Translocation of SLC2A4 (GLUT4) to the plasma membrane,0.32648569807719524,0.49882509403717307,0.33530251087995344,0.3304831969753468,0.6690453106869725,0.43974660283822303,0.6737196068674183,0.3234063097880479,0.7347552367163173,0.30585742098687774,0.3058816822504121;
