,BRCA1,TP53,BRCA2,RB1,PIK3CA,GATA3
Miscellaneous transport and binding events,0.14756972989155398,0.028784377908410718,0.007439390384008999,0.1597465352745213,0.2767639661239054,0.42885291816786436
PI-3K cascade:FGFR3,0.1475667913736633,-0.0,0.12824855991486409,0.026462748681925313,-0.0,-0.0
IRF3 mediated activation of type 1 IFN,0.14751228706897382,0.07677943554001747,0.03610458447479987,0.054179573297886245,0.024415115046030358,0.1217521802288498
RAS signaling downstream of NF1 loss-of-function variants,0.14734706479064222,-0.0,0.6859178913826375,0.06830263082204811,-0.0,0.01872835726392841
Sodium-coupled phosphate cotransporters,0.1472994139275298,0.039864138140082994,0.003375268160620945,0.1693076689678883,-0.0,0.005935272115638479
NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake,0.14721313395238161,-0.0,0.10219692882758807,0.1000866570757024,-0.0,0.2218745439067884
Defective SLC3A1 causes cystinuria (CSNU),0.14719718780303065,-0.0,0.01779532768009488,0.15792451684230674,0.01871556918891977,-0.0
Defective LFNG causes SCDO3,0.14712375763466404,-0.0,0.0003222674037991193,0.006869151290756852,0.21040396551532167,0.08646863855403715
TFAP2 (AP-2) family regulates transcription of other transcription factors,0.14691956326728173,-0.0,0.015782155066357186,0.09131044526063359,0.012111598480824968,0.13440327342660133
RIP-mediated NFkB activation via ZBP1,0.14648738185839105,0.07210286256076642,0.22450296483220447,0.033945719808529215,-0.0,0.03032761939283176
PDE3B signalling,0.14611316235728755,0.05123154529426836,-0.0,0.028445360538719714,0.04580584547880538,0.12278287261501668
Signaling by Rho GTPases,0.14486318473801635,0.1755887564405011,0.03527255244819995,0.007676469138068414,0.05990114816276177,0.3213962019251433
TRAF3 deficiency - HSE,0.14427990855129388,0.0005411190171865238,0.05827907877586373,0.17671504913344557,0.020423253795327702,0.08909981739004971
TNFR1-induced proapoptotic signaling,0.14373272566071804,-0.0,0.0018454438405952074,0.059830744938266206,-0.0,0.015302130435506692
Amplification of signal from the kinetochores,0.1406573723423899,0.015487221280463053,0.4089713421274178,0.10044058061447125,-0.0,0.12355072346437933
NCAM1 interactions,0.13995218774285512,-0.0,0.242394846035716,0.035817580591960566,-0.0,0.03229040647405035
Toll Like Receptor TLR1:TLR2 Cascade,0.13976135225320663,0.08563733548179868,0.30474920896866553,0.04909699904031569,-0.0,0.6810290046689259
Norepinephrine Neurotransmitter Release Cycle,0.1396795823313759,-0.0,0.018111828512787326,0.012320497734454282,-0.0,0.05762548912674186
G alpha (i) signalling events,0.13965658059382494,-0.0,0.25310014193548175,0.08385723574514894,0.005681310311140562,0.1390397956244515
Extrinsic Pathway of Fibrin Clot Formation,0.13879273479018925,0.01369460408007836,0.0027093754858092452,0.00461644166067594,0.007741621126637628,-0.0
Detoxification of Reactive Oxygen Species,0.13877260238400405,-0.0,0.09964770200455399,0.1912877211249735,-0.0,0.24360294543893937
Metabolism of carbohydrates,0.13833333917072277,0.22074273103232084,-0.0,0.029613618462474324,-0.0,0.4641942675233537
"Gamma carboxylation, hypusine formation and arylsulfatase activation",0.13808843846167265,0.04889357318050061,0.002674629115025983,0.07060236287222932,0.016414550398181082,-0.0
Methionine salvage pathway,0.13805534207671466,0.02546212881058145,-0.0,0.2004071206541465,0.016057043715374978,0.6252594657670304
TRIF-mediated programmed cell death,0.1376177409168811,-0.0,0.09979542239574274,0.04662053850193764,-0.0,0.19248573909096475
Downstream TCR signaling,0.13761575098148476,0.012791938629168621,0.3057760171213217,0.10372522369456033,-0.0,0.008451360405429053
Negative regulation of activity of TFAP2 (AP-2) family transcription factors,0.13742714956805385,-0.0,0.583377173615791,0.09466222884382186,-0.0,0.09284907008024738
Signal transduction by L1,0.13731775144848307,-0.0,0.0018384456067715136,0.19200329622928367,-0.0,0.21233183902663358
Late endosomal microautophagy,0.13725407657381392,-0.0,0.40514921502262546,0.15107778801290286,-0.0,0.4294954383768542
Regulation of IFNG signaling,0.13717002078433546,0.008213054084987912,0.05464260478413232,0.11163012636742792,-0.0,-0.0
Signaling by PDGF,0.1370271559868563,-0.0,0.14472787186754377,0.06554714926330484,-0.0,6.53339121650602e-05
Type I hemidesmosome assembly,0.13693503082555417,-0.0,0.14861044876229046,0.19598542450195136,0.4081312793713718,0.7822975366083139
Synthesis of PG,0.13664659781102065,0.016013739740662707,0.035326785082556794,0.005783361598461355,0.011306327140715854,0.023305898099367436
Toll Like Receptor 7/8 (TLR7/8) Cascade,0.1364266459719344,0.08524351002587352,0.28069625671787884,0.06523214349259861,-0.0,0.6048474033216715
SUMO E3 ligases SUMOylate target proteins,0.13639524495246869,0.16473204158697674,-0.0,0.2416354400398747,-0.0,0.010781729888383692
Nuclear Envelope Breakdown,0.13638839832648908,0.014401347996792177,-0.0,0.16772141918520603,-0.0,0.1435921709120487
Cilium Assembly,0.13583471127078142,0.31187407122023436,0.09093010511384195,0.2903225113068539,0.001527765282922739,0.24105732179930747
Apoptosis,0.13528095599283704,-0.0,0.05600895392447591,0.024290262281518787,-0.0,0.6092484652848807
Drug-mediated inhibition of ERBB2 signaling,0.13526632502208344,-0.0,0.0012790588568078777,0.3146987555862114,0.24465002128149926,0.015047542921449093
O-glycosylation of TSR domain-containing proteins,0.13410132012692091,-0.0,0.040032255970194656,0.03798700104470201,0.11511915577461679,0.18283911782627216
APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway,0.13403365699210942,-0.0,0.34882196078581124,0.15511224191799317,0.013285515009705961,-0.0
Choline catabolism,0.1334490006987046,0.007565801123417007,0.1112451659546403,0.031154112264071086,0.00601281327483429,-0.0
Cholesterol biosynthesis,0.1331258299852222,0.5099901823841382,-0.0,0.006533010117745119,0.4590412160796327,0.5946946453253273
Biosynthesis of EPA-derived SPMs,0.13312340135667539,0.000610646032076999,-0.0,0.06429017824576302,0.010832403402395259,-0.0
Activation of the pre-replicative complex,0.13307067930407634,0.08186220857158133,-0.0,0.2121048308012571,0.2915639917949043,-0.0
Glutathione conjugation,0.1329691265896135,0.01859683168780128,0.051233389575976826,0.18509669324310798,-0.0,0.7569163419069452
Activated NTRK3 signals through PI3K,0.13289341224567924,-0.0,0.3106717332935781,0.17648765861048676,0.012951205845806115,0.10016866566003413
Ethanol oxidation,0.13274169653289244,0.009655940021601618,0.16796091936967544,0.12976888006328122,0.025310242158549486,0.4020173077463795
Negative regulators of DDX58/IFIH1 signaling,0.13259912353523656,-0.0,0.037036073727363755,0.5393292731988001,-0.0,1.0829761628920576
Inhibition of replication initiation of damaged DNA by RB1/E2F1,0.13144878782867575,0.01567089502160817,0.19312335055729118,0.06821572418650194,-0.0,0.09026698754208894
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,0.13069624957472833,0.010137662063353358,0.5513409416154824,0.08534559506886315,-0.0,0.13723151655791285
RAF/MAP kinase cascade,0.1304247126926416,-0.0,0.14376457808659046,0.30634560140008266,0.008229692379776258,0.5159660168065061
ER-Phagosome pathway,0.13031948181781897,-0.0,0.26896341942449303,0.2602011189826485,0.010342474420825767,0.31899877390838477
ABC transporters in lipid homeostasis,0.13012890099458238,0.08132548747166876,0.11206074273660299,0.07558632796888624,-0.0,-0.0
Platelet calcium homeostasis,0.13004447175634237,-0.0,0.05611249901150324,0.050506665782139054,0.002182374262554848,0.24289999297093182
Activation of the phototransduction cascade,0.12996184359042368,0.0003052464717165841,-0.0,0.009816962093304116,0.019674542234446955,0.12639287784001474
Mitotic Prometaphase,0.12989543531290867,0.13113446883845933,0.40794354614253886,0.2506051584008845,-0.0,0.007926900301166129
G0 and Early G1,0.12960921582045645,0.01549214313258765,0.03858463638550401,0.11232145709971268,-0.0,0.7443036250993451
Signaling by NTRK3 (TRKC),0.12955926599527018,-0.0,0.17862997881709416,0.03409761349074387,0.012419847512782621,-0.0
Defective SLC7A7 causes lysinuric protein intolerance (LPI),0.12948946748815246,0.008478056537753152,-0.0,0.027986978345478426,0.0119036411066369,0.09043572601424724
G2/M Checkpoints,0.12912872857165417,0.0185126623187942,0.018513575546899048,0.29358038170921713,0.07023262338848188,0.670727343117603
snRNP Assembly,0.1288590319300715,0.007907860642392761,0.01507424991134987,0.09778450706563026,-0.0,0.010159627978733784
Amino Acid conjugation,0.1284535418465626,0.08504213073690023,0.06306095264837272,0.14244707679780363,-0.0,0.006062141383887405
Cyclin A:Cdk2-associated events at S phase entry,0.12732193403608688,-0.0,0.06338982644559009,0.034818473596233204,0.011614832035829907,0.9207425658107384
RNA Polymerase III Abortive And Retractive Initiation,0.12718781070239268,-0.0,0.03289378882689677,0.3370593397792983,-0.0,0.019175507310052443
Regulation of PTEN stability and activity,0.12718402727713218,-0.0,0.164116870300201,0.24526393653171333,0.007152985863004987,0.34023154882392925
Defective CHST6 causes MCDC1,0.12718028843191487,-0.0,-0.0,0.01844262220001092,-0.0,0.5937630610213745
Signaling by Overexpressed Wild-Type EGFR in Cancer,0.1271187315696039,-0.0,-0.0,0.06870878786063428,0.021704588520531594,0.21389995186639502
Class A/1 (Rhodopsin-like receptors),0.12665148118958772,-0.0,0.38976224233577905,0.08101644309463729,-0.0,0.01758385407505436
Signaling downstream of RAS mutants,0.12632515516223478,-0.0,0.24007600772412135,0.25045652468777924,0.013901959321566888,0.015564534178480824
Voltage gated Potassium channels,0.1262547114381002,0.08192318701629117,0.006305309020849897,0.06808160565178172,0.00990156533816201,0.7468892319541013
Peroxisomal protein import,0.1261476670183322,0.7484184190051864,0.30472864861954707,0.11099136550847213,0.09433489714484782,0.6700622765542399
Signaling by NTRK1 (TRKA),0.12608499457706746,-0.0,0.015699234399864856,0.028488523002440834,-0.0,0.5952459041310895
MAP2K and MAPK activation,0.12607518073355853,-0.0,0.2560081771706445,0.10107414576933782,0.0016497002340083613,0.017666703602372116
p53-Independent DNA Damage Response,0.12600357921135358,-0.0,0.16566705432899098,0.1144611670732002,-0.0,0.6441439718034093
Estrogen biosynthesis,0.12585687751655705,-0.0,0.042504523702262376,0.34946834134494204,-0.0,0.5291882581419571
Cysteine formation from homocysteine,0.12585505369294692,0.015344685095227663,0.03217295413814771,0.20615467430911386,-0.0,0.13361871653776694
Vpu mediated degradation of CD4,0.12568065131534062,-0.0,0.17915138643301096,0.11865495615959028,-0.0,0.5010738850449791
Transcriptional Regulation by E2F6,0.12561729774647518,0.012320350683715033,0.009274495743984671,0.007177218084607918,-0.0,-0.0
Glucose metabolism,0.1254881401461206,0.09465197720719987,-0.0,0.10244825176881306,0.002175337184608388,0.1517711293498897
Toll Like Receptor 10 (TLR10) Cascade,0.12541857860849084,0.08516880966422981,0.2567868473258761,0.034243900415658224,-0.0,0.7003252828427027
E2F mediated regulation of DNA replication,0.1252977556654941,0.017426069469853173,0.07180890721780235,0.09980140611420728,-0.0,0.12364238089893428
Leukotriene receptors,0.12525860833326205,-0.0,0.5264895919820397,0.02400814237352723,-0.0,0.01758286592596244
RNA polymerase II transcribes snRNA genes,0.12505915381817295,-0.0,0.37422505338703693,0.19678820403289665,-0.0,0.019860991215885547
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,0.12498962021067797,-0.0,-0.0,0.04144882147774148,0.002964812411988092,0.5409230460837471
Dopamine receptors,0.12490330397305367,-0.0,0.07520759702977549,0.06909697081032892,-0.0,0.015111061084221219
Gap junction assembly,0.12482606032843142,0.40870238779072604,-0.0,0.02996202257925293,0.28218191048427244,0.24158039394948982
Protein methylation,0.12480894843118506,0.01636600460799961,0.10667475568464048,0.13187262281244605,-0.0,0.29219958583175176
Electron transport from NADPH to Ferredoxin,0.12457396261165288,0.018094926094716267,-0.0,0.24910249668556797,0.044869900187241234,0.0709504499870331
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,0.12453470616148328,0.08578311969254758,0.15014816100039124,0.010442324776622157,0.0037504318827322317,0.18833926690850833
Metal sequestration by antimicrobial proteins,0.124519844343289,-0.0,0.19392260770117645,0.06764070474993729,-0.0,0.1267997951508148
Astrocytic Glutamate-Glutamine Uptake And Metabolism,0.12429473304377228,0.08025584856008697,-0.0,0.1329264410444707,0.2363619508291656,-0.0
Degradation of GLI1 by the proteasome,0.1242786570868832,-0.0,0.10218557154863937,0.11242493023217004,0.016190793140459958,0.4902129086607489
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC),0.12421420137385203,0.022132174181482774,0.04074641083557743,0.13741108962356055,-0.0,0.02240775141677409
Formation of RNA Pol II elongation complex,0.12394232503033556,-0.0,-0.0,0.25085941063876643,-0.0,0.22104759051296122
TRKA activation by NGF,0.12376683816244935,-0.0,-0.0,0.03251412625440228,-0.0,0.023334175923705403
Infection with Mycobacterium tuberculosis,0.12339297073082238,-0.0,0.26693757701814236,0.20763367416559528,-0.0,0.09070229012756979
RNA Pol II CTD phosphorylation and interaction with CE,0.12334083507375303,-0.0,-0.0,0.03512648775669991,0.007779758328804481,0.5352748649372309
IKBKB deficiency causes SCID,0.12323157039647037,0.08267837791593965,0.3022543961490406,0.027206070820914953,0.0025454900947774277,-0.0
Toll Like Receptor 2 (TLR2) Cascade,0.12296567386240766,0.08058975526372264,0.307692677484833,0.05360232932301833,-0.0,0.7009269338056158
Proton-coupled neutral amino acid transporters,0.12235125419856817,0.016396287880927278,0.0900709693309987,0.034436543634717126,-0.0,0.017147657255642445
MyD88 deficiency (TLR5),0.12203606256302688,0.010160731268114547,-0.0,0.1362508640503028,0.09464225742880654,0.009661948799731455
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",0.12199705056243652,-0.0,0.03299012768072877,0.022914270145307128,-0.0,0.1945872005126845
Diseases associated with the TLR signaling cascade,0.12188006361653345,0.08135650111018564,0.21218880889297356,0.033573819417708636,-0.0,0.016722294382621905
ROBO receptors bind AKAP5,0.1217319972097839,0.1915500530249176,-0.0,0.13866225574983293,-0.0,0.030708286619274987
Inflammasomes,0.12165696950360533,0.008634946827059115,-0.0,0.0024141730551353806,-0.0,0.009886120969833613
Opioid Signalling,0.12162498752556629,-0.0,-0.0,0.017753672396192428,0.04425450246661261,0.24270398147470526
Sterols are 12-hydroxylated by CYP8B1,0.1216152712763009,0.008583401100770754,-0.0,0.06581043005271195,-0.0,0.04085067695873493
Toll Like Receptor 5 (TLR5) Cascade,0.12113416470564771,0.0787454919110646,0.24250399432022612,0.032320173456123875,-0.0,0.6917367868449639
DNA Repair,0.12107077497616034,0.07053831399139077,0.07120814515093464,0.21176651030578847,-0.0,0.4634415534488876
Asparagine N-linked glycosylation,0.12082096070493842,-0.0,0.039401044627436356,0.2979275333074418,0.11991635405307127,0.7197938705133741
Recycling of eIF2:GDP,0.12051997492424536,0.016342638679090492,-0.0,0.29463266373997793,-0.0,0.021443600244702418
Deubiquitination,0.12019072962648877,0.0712402088288942,0.00945898902809245,0.24701457355203807,-0.0,0.4905675969197609
Neutrophil degranulation,0.12017949929968379,0.6119667654080202,-0.0,0.029422203366622705,0.002768235891082422,0.6740089222218126
Carnitine synthesis,0.12015446805013218,0.08136097912285206,0.06225641799165295,0.18828946447296968,-0.0,0.30312441579520444
Phospholipase C-mediated cascade; FGFR2,0.12011519820826268,0.004769231433612974,0.03246199336941112,0.21295923526639832,-0.0,0.10812885655969708
Pyruvate metabolism and Citric Acid (TCA) cycle,0.12007197534335302,0.4585549656742283,0.018879349876463246,0.06755813878603267,0.4151023344159454,0.8274296096513695
MyD88 cascade initiated on plasma membrane,0.12004982364090847,0.08361769478891115,0.22766036379784024,0.0359338480849603,-0.0,0.650396777146106
Downstream signaling events of B Cell Receptor (BCR),0.12004519771190343,0.013941159210162445,0.1285628528866851,0.19869849527238936,-0.0,0.5108679599786369
