,LumA log adjusted q-value,LumB log adjusted q-value,Her2 log adjusted q-value,Normal log adjusted q-value,Basal log adjusted q-value,claudin-low log adjusted q-value,NC log adjusted q-value
Dectin-2 family,0.9436244569252923,0.4649278207945483,0.3812421088428796,0.47942253165868404,0.32800049118230695,21.303329242255643,0.3955225125566686
Interleukin-1 signaling,0.940634039961771,0.3746306286780314,0.3367240286147775,0.8296420610085206,0.4731601286395883,4.62333718175347,0.46008962488314603
Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) bind RNA,0.9385356359075928,1.4520169349171257,0.3712873419420304,0.4053831978137113,4.9319457983443495,5.283655154349645,1.1802678253465058
DAP12 signaling,0.9318626264317701,0.6495994913559057,0.33888060101402656,0.7492463324823108,0.3016822769722386,18.033886347786407,0.34375368963797664
"Antigen Presentation: Folding, assembly and peptide loading of class I MHC",0.9318626264317701,0.3105793227855824,0.4184266117439857,0.33076588586426786,0.5578313653294413,8.058069994563377,0.4247907770800729
Trafficking and processing of endosomal TLR,0.9295707838014936,0.30546050191955454,0.42038200404787235,0.33076588586426786,0.4284386211130606,21.67375735564479,0.3638217144164597
Caspase activation via extrinsic apoptotic signalling pathway,0.9245931162330864,0.37507248591882686,0.37044175815133445,0.3437038982314047,0.35672086813160603,19.282202254394157,0.30278431678447215
NOTCH1 Intracellular Domain Regulates Transcription,0.9186501661292018,0.5261868648768158,0.37044175815133445,0.3775997797196623,0.8063447510123389,5.596369113849615,0.6395205159712435
Chemokine receptors bind chemokines,0.9167044611298647,0.49560216108625066,0.34350113388532666,0.40677380269689367,0.31695770218626834,17.013202156733982,0.4180836283867384
APC/C:Cdc20 mediated degradation of Securin,0.9096407942922338,0.31843317641013524,0.5264165803717216,1.126281143575907,0.3870252422407141,2.453485615892178,0.32171126469793837
Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,0.9056146074804399,0.3911487587762643,0.745261335576501,0.3524807327659191,0.9888559659775811,2.0115838061390683,0.7894561349494562
CD28 co-stimulation,0.9056146074804399,0.3574248285523114,0.47133324643357133,0.31841077660680056,0.31196566254862607,21.136754502517036,0.3214871804476803
activated TAK1 mediates p38 MAPK activation,0.8957679602164627,0.37331638253090615,0.46010204466670207,0.39366636810921224,1.3649853902381741,1.9685093810026952,0.3959063572230095
CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde,0.8957679602164627,0.5471840327551817,0.305213053589809,0.43876316452186465,0.8042612713040656,0.36497202652376765,0.5480254063026873
Synthesis of very long-chain fatty acyl-CoAs,0.8934073080382822,1.5642138230806935,0.5172482323372558,0.4524881544222772,3.0342615338290297,5.0607943943178615,0.8041780445507646
Signaling by ERBB2,0.8933743592954785,1.4117033129971952,0.3511546297861972,0.5469572720316332,2.208950098530347,13.947671785176958,0.3700204790529201
CDT1 association with the CDC6:ORC:origin complex,0.8878299185987993,0.4865631200748303,0.6405176859505679,1.019843948875249,0.39905011322511413,2.842785094760318,0.3039230119366062
Eicosanoids,0.8863240839708988,0.3849420497242914,0.303560678055002,0.4288867108118811,0.44835993310291344,4.082936298770378,0.7173303479676603
Formyl peptide receptors bind formyl peptides and many other ligands,0.8863240839708988,1.139581425785069,0.4119478057405756,0.377745787673025,0.357925381465149,19.926041028849056,0.9896637612131186
Androgen biosynthesis,0.8863240839708988,0.5471840327551817,1.1384206418864513,0.6786109767907198,1.8736921342952861,0.39981358958998775,0.42173254029793444
Toll-like Receptor Cascades,0.8846189023227716,0.3911487587762643,0.34165096242630555,0.3210783391967535,0.40603197055774837,15.856209846039896,0.4643972275753553
DAP12 interactions,0.8813914960934495,0.5775136710074167,0.32993080974283073,0.47993174217327034,0.3097366396202582,17.465930737157436,0.36718659900124556
Pyrimidine catabolism,0.875824417198896,1.187463899996147,0.4324763355233698,0.35557284919081983,0.3291869575849572,16.47130798238597,0.31343037570161303
Signal regulatory protein family interactions,0.8679998341175447,0.714245852972956,0.305213053589809,0.38015955186629596,0.32124063360597066,21.666969562081125,1.084612969430432
Signaling by Erythropoietin,0.8679998341175447,1.5463851489188494,0.420232266672448,0.48998882339030964,0.5607863953161561,21.445159561336897,1.0398584122111934
Erythropoietin activates Phospholipase C gamma (PLCG),0.8617202309609112,1.6341505816288515,0.4030112677525826,0.33926954073096355,1.5235872396544068,16.555293497924037,0.3214871804476803
Erythropoietin activates RAS,0.8578754062083513,0.6286195179544306,0.8303987101349931,0.3022303853451064,0.7727851568113597,15.818810262379213,0.40846075312259983
CD28 dependent Vav1 pathway,0.8526615784489724,0.36978355998977036,0.5216614543478364,0.377745787673025,0.509052335852332,17.7819845700674,0.48325700042331887
HS-GAG biosynthesis,0.8519829032351816,0.5208914706784245,0.5216614543478364,0.3255019865854036,0.5803158118277021,6.0767066583207745,0.4961470977110218
Prefoldin mediated transfer of substrate  to CCT/TriC,0.8486342447533294,1.6317858092107065,0.8471989334689757,2.582273475307048,0.707427843840832,0.5368030800131118,1.8075521181183558
Synthesis of PI,0.8480889795162023,1.0087469802896303,0.3069210186966636,0.37515483699272556,0.3290582167657599,15.688714046269782,0.3700204790529201
tRNA processing in the nucleus,0.8436350601823401,0.623727271487475,0.41966279698036457,0.9920047237650185,3.116867269856332,0.3060187352275592,0.5667014643010106
Transcriptional regulation by RUNX1,0.8435666006460426,0.8177354171284293,0.37044175815133445,0.923467770187253,0.32105703697341575,0.3924997571772013,0.5900878455892932
Metabolism of polyamines,0.8393311849564548,0.721392241826102,0.5324872435739907,0.8563409287365278,0.3930620478961559,3.2935648787306833,0.3548492432744763
Signaling by EGFR,0.8370664383749846,0.5098760850672088,0.41956605747469905,0.43876316452186465,1.3739710530972218,9.585585472218144,0.6395205159712435
tRNA Aminoacylation,0.8297479027480427,0.6348430454009657,2.364908762450705,0.43876316452186465,2.828274123013173,0.3206775846649617,0.30278431678447215
Gap junction trafficking,0.8297479027480427,0.5207794081994234,0.46010204466670207,0.30574170516236165,0.9146778021591943,2.5790652167563564,0.30278431678447215
Hedgehog ligand biogenesis,0.8289647360519891,0.5129675413459008,0.6608470398594108,0.8440543330430146,0.39388368066610474,3.501404686331335,0.3076442190334023
NOTCH3 Intracellular Domain Regulates Transcription,0.8281621407760364,0.3846942455040212,0.4785612082760674,0.5096517064149984,0.4286345734360943,5.585275171417332,0.33058990139415617
GP1b-IX-V activation signalling,0.8279996984457948,0.5634689484476202,0.42795042952494766,0.33076588586426786,0.6318246050388706,0.4809735175585062,0.3295424384780366
"Interleukin-3, Interleukin-5 and GM-CSF signaling",0.8245901766268878,1.4388572572093514,0.38054791574534547,0.5169762739575535,0.34020008896877285,22.76202636436318,0.9942385158831842
Platelet calcium homeostasis,0.8235379242005122,1.120693954178978,1.8760454176997348,0.3443190357076741,1.6611878131565174,0.3398216139832772,0.5164493135227844
Abacavir metabolism,0.8235379242005122,0.34832102718005886,2.3751249798885143,0.5469572720316332,2.2302286449903117,0.6593484794975362,0.4061933528301845
CD209 (DC-SIGN) signaling,0.8205040727116607,1.1798413414031954,0.41734532609333624,0.5197178838581554,0.48124512630620947,23.39852335657522,0.40260338847086163
SCF-beta-TrCP mediated degradation of Emi1,0.8182212014005968,0.7566889536504381,0.7963492488860678,0.9571828753612523,0.39348019837403847,3.214653627655591,0.30330725759028837
Interleukin-2 family signaling,0.8182212014005968,1.195928522186838,0.645631145795111,0.4131183985196884,0.3143301276532784,20.558149779102536,0.8022507700131238
UNC93B1 deficiency - HSE,0.8182212014005968,0.5242748343222906,1.691656594276637,0.43876316452186465,0.40981124695944526,0.3540357010020217,0.7584823764983941
Tat-mediated HIV elongation arrest and recovery,0.8176359504736167,0.4237924916712859,1.8760454176997348,0.5169762739575535,1.3594469620852505,0.826721937333214,0.41045368696769297
Pausing and recovery of Tat-mediated HIV elongation,0.8176359504736167,0.4237924916712859,1.8760454176997348,0.5169762739575535,1.3594469620852505,0.8263834887544206,0.41045368696769297
CLEC7A (Dectin-1) signaling,0.8153421524828403,0.31357464865337414,0.31359819244321246,0.6824431693986944,0.39747173130224506,5.051644763933947,0.35635693624465004
Downstream signaling events of B Cell Receptor (BCR),0.8079927975349148,0.6018304199040804,0.3053130676756935,0.8827635683996492,0.39388368066610474,4.128426961682285,0.4157012380809669
Translesion Synthesis by POLH,0.8079927975349148,1.7162675872266722,0.4411539909498909,2.2021655713671398,1.0775454630031682,0.8540890366048857,0.4612462017676375
Netrin mediated repulsion signals,0.8077763522306123,0.5471840327551817,0.5183022097978137,0.3614445186281571,0.5371377503772764,0.9927225492716355,0.3611038667227955
Activation of PPARGC1A (PGC-1alpha) by phosphorylation,0.806896130583838,1.2135544825273883,0.3327162704825237,0.377745787673025,3.1422213234556047,1.489811579462357,0.4911016637951892
Fatty acids,0.8011691717112072,0.3942103998739486,0.42672332733112683,0.525364614904794,0.5206740325675718,0.302777296109443,0.4411318456559932
Ion transport by P-type ATPases,0.7967239548863134,1.386260364856893,0.41941847205884697,0.31072313980999666,0.9817321088683,13.638870118098463,0.38152561777358374
HIV elongation arrest and recovery,0.7946296375551092,0.3846942455040212,1.9206654597747614,0.507251958873147,1.3192078340040654,0.7762058781605561,0.40841963974711865
Pausing and recovery of HIV elongation,0.7946296375551092,0.3846942455040212,1.9206654597747614,0.507251958873147,1.3192078340040654,0.751385897266895,0.40841963974711865
Endosomal/Vacuolar pathway,0.7946296375551092,0.32269332048509614,0.31603182619053916,0.31530666513839,0.4100207839026664,9.583871902538917,0.4698260325367964
ERBB2 Regulates Cell Motility,0.7842826075373835,0.3148506673604588,1.5157482554199413,0.31406405192142334,2.459245059998932,1.9111639109298189,0.42173254029793444
Gastrin-CREB signalling pathway via PKC and MAPK,0.7842826075373835,0.8508743873704651,0.3528834019722904,0.4940989542923707,1.586911739194688,10.472961001229047,0.3959542352963391
Inositol phosphate metabolism,0.7842826075373835,4.7096769179282045,0.4599877707140123,0.377745787673025,2.176197907306636,14.721811112704959,0.4186071963937997
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,0.7842826075373835,0.5677987949361472,0.5158147602621656,0.9587702617677706,0.38701644147436715,2.9574461349369607,0.3076442190334023
p53-Independent G1/S DNA damage checkpoint,0.7842826075373835,0.5630777077609305,0.5154562463525891,0.9587702617677706,0.38701644147436715,2.941826932988681,0.3076442190334023
p53-Independent DNA Damage Response,0.7842826075373835,0.561144325293667,0.5145436898823977,0.9587702617677706,0.38701644147436715,2.9574461349369607,0.3076442190334023
Interleukin-20 family signaling,0.7805724743121271,1.16005282927545,0.3711541448655597,0.4195954327305734,0.45716504961528853,10.375435735969862,0.7567150843149208
Trafficking of myristoylated proteins to the cilium,0.779803252853207,0.46603247486755023,2.2215124603331935,0.377745787673025,0.44083795561323963,0.8162237689654049,0.38152561777358374
NOTCH2 intracellular domain regulates transcription,0.7790189218658102,0.3984289558542966,0.47844463750914634,0.44624348544046666,0.3058635623228437,11.09402530682994,0.3076442190334023
ABC transporter disorders,0.7716795426797113,0.4313445440462728,0.3849676106487793,0.9455131812781673,0.35813808113934154,3.0444873105680657,0.33224744631944614
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,0.7694866450882079,0.6385295459368253,0.6375001040637239,0.9521207698237097,0.3741526206312602,3.070763855841947,0.3064496479064668
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,0.7651587239080903,0.4704952658544049,0.39699297219819757,0.9039326937908001,0.3693709524685607,2.8434210398587063,0.37345633935803413
Proton/oligopeptide cotransporters,0.7643405574798626,0.6708116960680702,0.9443252879950763,0.3426994412426129,0.3700913321869214,8.706868246157919,2.972702500321713
Regulation of PTEN stability and activity,0.7636412156799995,0.5070556504709329,0.645631145795111,0.9279791454159902,0.3965672260849884,2.0371634017022915,0.34225739264575
TNFs bind their physiological receptors,0.7636412156799995,1.0621123301891753,0.303560678055002,0.525364614904794,0.31537155838843167,15.494599002452706,0.8773674832437431
KSRP (KHSRP) binds and destabilizes mRNA,0.7619086136489251,1.3219502908065917,0.5853470005787913,1.6679530351228602,1.654733257585719,2.397272774349998,1.4390665602906918
Cellular response to hypoxia,0.7597338536283021,0.4898322962446102,0.3621802183303316,0.8605660470023317,0.37789604137113647,2.8641144460529104,0.39300389342146325
"TET1,2,3 and TDG demethylate DNA",0.7578861882085868,0.3556122394795288,0.41956605747469905,0.47803178555410364,1.4477527848421374,1.4172666075362905,1.0377308963387135
Sodium/Proton exchangers,0.7578861882085868,0.34832102718005886,0.41956605747469905,0.4101806961916981,0.31695770218626834,13.692089708395477,0.3651055559896486
MyD88:MAL(TIRAP) cascade initiated on plasma membrane,0.7536969740222621,0.3582908682862535,0.39748577240209704,0.36619661919216595,0.5516022635438842,12.088589694157662,0.6103367333511447
Toll Like Receptor TLR6:TLR2 Cascade,0.7536969740222621,0.3574248285523114,0.39699297219819757,0.36619661919216595,0.5516022635438842,12.088589694157662,0.6103367333511447
Surfactant metabolism,0.7536969740222621,0.7135917989205224,0.3195818763784648,0.42360907238787215,0.3125328121885389,21.005470168195817,0.3651055559896486
Nef and signal transduction,0.7535890884692859,0.8136861371731582,0.39309597241925864,0.7545430994452252,0.3911059178605347,20.992714562272464,1.084612969430432
CaMK IV-mediated phosphorylation of CREB,0.7535890884692859,0.31843317641013524,0.31884071297397054,0.40329624444827106,0.9148646491778855,0.38388225758246824,0.3339914247453728
Carnitine metabolism,0.7534089142702479,0.34832102718005886,0.4425315361405702,0.36652313218106886,1.5621641545232976,6.872662827999757,0.30564313655487896
Toll Like Receptor 2 (TLR2) Cascade,0.7534089142702479,0.36097258849275415,0.4070529182560217,0.36772297698036294,0.538444491184296,12.138629633636354,0.6109690275078766
Toll Like Receptor TLR1:TLR2 Cascade,0.7534089142702479,0.3612419444430817,0.40573473002630167,0.36772297698036294,0.538444491184296,12.138629633636354,0.6109690275078766
Reelin signalling pathway,0.7526743128401253,2.036896701647701,0.31754124667968364,0.4023593491201172,0.4255262626319587,22.348943702597428,0.47730385422010285
Interleukin-4 and Interleukin-13 signaling,0.7503879469854537,1.8403575974729534,0.30565151968177706,0.4023593491201172,0.4678759119323286,23.68409536176945,0.4167269118765737
